rel_path,rows,cols,mean_abs_diff,mean_signed_diff
Frontal/healthy/148_img_Static-Frontal_2013-01-29.txt,480,640,0.032565,0.030943
Frontal/healthy/176_img_Static-Frontal_2013-03-20.txt,480,640,0.034245,0.028587
Frontal/healthy/172_img_Static-Frontal_2013-03-18.txt,480,640,0.028827,0.028663
Frontal/healthy/55_img_Static-Frontal_2012-11-19.txt,480,640,0.083005,0.073498
Frontal/healthy/13_img_Static-Frontal_2012-10-26.txt,480,640,0.097937,0.094736
Frontal/healthy/70_img_Static-Frontal_2012-11-21.txt,480,640,0.100131,0.096556
Frontal/healthy/150_img_Static-Frontal_2013-01-28.txt,480,640,0.016156,0.012298
Frontal/healthy/151_img_Static-Frontal_2013-01-28.txt,480,640,0.031963,0.031145
Frontal/healthy/23_img_Static-Frontal_2012-10-31.txt,480,640,0.092100,0.091172
Frontal/healthy/45_img_Static-Frontal_2012-11-14.txt,480,640,0.150487,0.135409
Frontal/healthy/132_img_Static-Frontal_2013-01-21.txt,480,640,0.019287,0.017774
Frontal/healthy/8_img_Static-Frontal_2012-10-24.txt,480,640,0.070236,0.066019
Frontal/healthy/137_img_Static-Frontal_2013-01-18.txt,480,640,0.146290,0.144238
Frontal/healthy/34_img_Static-Frontal_2012-11-29.txt,480,640,0.075195,0.070143
Frontal/healthy/152_img_Static-Frontal_2013-02-01.txt,480,640,0.014822,0.010311
Frontal/healthy/22_img_Static-Frontal_2012-10-31.txt,480,640,0.102018,0.098980
Frontal/healthy/166_img_Static-Frontal_2013-01-14.txt,480,640,0.092862,0.088350
Frontal/healthy/68_img_Static-Frontal_2012-11-21.txt,480,640,0.093328,0.091653
Frontal/healthy/143_img_Static-Frontal_2013-01-25.txt,480,640,0.019054,0.015011
Frontal/healthy/219_img_Static-Frontal_2013-11-11.txt,480,640,0.026352,0.024581
Frontal/healthy/69_img_Static-Frontal_2012-11-21.txt,480,640,0.141350,0.137533
Frontal/healthy/99_img_Static-Frontal_2012-11-09.txt,480,640,0.035036,0.033926
Frontal/healthy/107_img_Static-Frontal_2012-11-28.txt,480,640,0.180048,0.175284
Frontal/healthy/106_img_Static-Frontal_2012-11-28.txt,480,640,0.060640,0.058275
Frontal/healthy/44_img_Static-Frontal_2012-11-14.txt,480,640,0.126171,0.112558
Frontal/healthy/66_img_Static-Frontal_2012-11-21.txt,480,640,0.092398,0.071432
Frontal/healthy/51_img_Static-Frontal_2012-11-07.txt,480,640,0.024556,0.022591
Frontal/healthy/158_img_Static-Frontal_2013-02-18.txt,480,640,0.025140,0.022446
Frontal/healthy/41_img_Static-Frontal_2012-11-14.txt,480,640,0.156882,0.149584
Frontal/healthy/93_img_Static-Frontal_2012-12-07.txt,480,640,0.077478,0.071445
Frontal/healthy/225_img_Static-Frontal_2013-11-18.txt,480,640,0.039285,0.038951
