rel_path,rows,cols,mean_abs_diff,mean_signed_diff
Frontal/healthy/148_img_Static-Frontal_2013-01-29.txt,480,640,0.036427,0.033879
Frontal/healthy/176_img_Static-Frontal_2013-03-20.txt,480,640,0.047135,0.040696
Frontal/healthy/172_img_Static-Frontal_2013-03-18.txt,480,640,0.035123,0.034969
Frontal/healthy/55_img_Static-Frontal_2012-11-19.txt,480,640,0.113965,0.110631
Frontal/healthy/13_img_Static-Frontal_2012-10-26.txt,480,640,0.121395,0.118482
Frontal/healthy/70_img_Static-Frontal_2012-11-21.txt,480,640,0.180344,0.023410
Frontal/healthy/150_img_Static-Frontal_2013-01-28.txt,480,640,0.019223,0.015605
Frontal/healthy/151_img_Static-Frontal_2013-01-28.txt,480,640,0.039469,0.038223
Frontal/healthy/23_img_Static-Frontal_2012-10-31.txt,480,640,0.114891,0.113760
Frontal/healthy/45_img_Static-Frontal_2012-11-14.txt,480,640,0.178824,0.164007
Frontal/healthy/132_img_Static-Frontal_2013-01-21.txt,480,640,0.033639,0.031353
Frontal/healthy/8_img_Static-Frontal_2012-10-24.txt,480,640,0.107446,0.103680
Frontal/healthy/137_img_Static-Frontal_2013-01-18.txt,480,640,0.178904,0.158821
Frontal/healthy/34_img_Static-Frontal_2012-11-29.txt,480,640,0.102993,0.100040
Frontal/healthy/152_img_Static-Frontal_2013-02-01.txt,480,640,0.017794,0.013271
Frontal/healthy/22_img_Static-Frontal_2012-10-31.txt,480,640,0.132598,0.130712
Frontal/healthy/166_img_Static-Frontal_2013-01-14.txt,480,640,0.124416,0.118299
Frontal/healthy/68_img_Static-Frontal_2012-11-21.txt,480,640,0.153568,0.152108
Frontal/healthy/143_img_Static-Frontal_2013-01-25.txt,480,640,0.022945,0.013788
Frontal/healthy/219_img_Static-Frontal_2013-11-11.txt,480,640,0.036957,0.033117
Frontal/healthy/69_img_Static-Frontal_2012-11-21.txt,480,640,0.216354,0.214440
Frontal/healthy/99_img_Static-Frontal_2012-11-09.txt,480,640,0.048121,0.047427
Frontal/healthy/107_img_Static-Frontal_2012-11-28.txt,480,640,0.200577,0.183961
Frontal/healthy/106_img_Static-Frontal_2012-11-28.txt,480,640,0.087065,0.085412
Frontal/healthy/44_img_Static-Frontal_2012-11-14.txt,480,640,0.150948,0.139515
Frontal/healthy/66_img_Static-Frontal_2012-11-21.txt,480,640,0.177898,0.172610
Frontal/healthy/51_img_Static-Frontal_2012-11-07.txt,480,640,0.037912,0.037496
Frontal/healthy/158_img_Static-Frontal_2013-02-18.txt,480,640,0.032673,0.028040
Frontal/healthy/41_img_Static-Frontal_2012-11-14.txt,480,640,0.170615,0.150923
Frontal/healthy/93_img_Static-Frontal_2012-12-07.txt,480,640,0.168658,0.164161
Frontal/healthy/225_img_Static-Frontal_2013-11-18.txt,480,640,0.061570,0.061508
Frontal/healthy/237_img_Static-Frontal_2014-05-21.txt,480,640,0.056771,0.055900
Frontal/healthy/127_img_Static-Frontal_2013-01-22.txt,480,640,0.041346,0.033658
Frontal/healthy/71_img_Static-Frontal_2012-12-03.txt,480,640,0.119588,0.107403
Frontal/healthy/36_img_Static-Frontal_2012-09-29.txt,480,640,0.099050,0.096531
Frontal/healthy/174_img_Static-Frontal_2013-03-20.txt,480,640,0.042011,0.038112
Frontal/healthy/31_img_Static-Frontal_2012-10-19.txt,480,640,0.151513,0.149470
Frontal/healthy/60_img_Static-Frontal_2012-11-19.txt,480,640,0.216667,0.139461
Frontal/healthy/49_img_Static-Frontal_2012-11-07.txt,480,640,0.152245,0.146820
Frontal/healthy/135_img_Static-Frontal_2013-01-25.txt,480,640,0.043431,0.042775
Frontal/healthy/97_img_Static-Frontal_2012-11-09.txt,480,640,0.039710,0.037276
Frontal/healthy/35_img_Static-Frontal_2012-10-29.txt,480,640,0.122691,0.121883
Frontal/healthy/80_img_Static-Frontal_2012-11-30.txt,480,640,0.155360,0.154071
Frontal/healthy/243_img_Static-Frontal_2014-04-15.txt,480,640,0.195886,0.195467
Frontal/healthy/168_img_Static-Frontal_2013-04-08.txt,480,640,0.038820,0.033624
Frontal/healthy/87_img_Static-Frontal_2012-11-12.txt,480,640,0.165040,0.158046
Frontal/healthy/193_img_Static-Frontal_2013-10-02.txt,480,640,0.041916,0.041103
Frontal/healthy/72_img_Static-Frontal_2012-12-03.txt,480,640,0.122604,0.121354
Frontal/healthy/17_img_Static-Frontal_2012-10-26.txt,480,640,0.129391,0.125367
Frontal/healthy/194_img_Static-Frontal_2013-10-02.txt,480,640,0.007229,0.007229
Frontal/healthy/115_img_Static-Frontal_2013-01-16.txt,480,640,0.192490,0.067283
Frontal/healthy/165_img_Static-Frontal_2013-03-06.txt,480,640,0.038942,0.028870
Frontal/healthy/145_img_Static-Frontal_2013-01-29.txt,480,640,0.036031,0.029273
Frontal/healthy/19_img_Static-Frontal_2012-10-31.txt,480,640,0.136499,0.132163
Frontal/healthy/4_img_Static-Frontal_2012-10-17.txt,480,640,0.096249,0.084171
Frontal/healthy/221_img_Static-Frontal_2013-11-18.txt,480,640,0.046753,0.045891
Frontal/healthy/153_img_Static-Frontal_2013-02-01.txt,480,640,0.038144,0.036597
Frontal/healthy/131_img_Static-Frontal_2013-01-21.txt,480,640,0.038554,0.036220
Frontal/healthy/244_img_Static-Frontal_2014-05-06.txt,480,640,0.233536,0.196615
Frontal/healthy/5_img_Static-Frontal_2012-10-17.txt,480,640,0.119526,0.113634
Frontal/healthy/161_img_Static-Frontal_2013-02-22.txt,480,640,0.038900,0.033300
Frontal/healthy/75_img_Static-Frontal_2012-12-03.txt,480,640,0.149672,0.145576
Frontal/healthy/85_img_Static-Frontal_2012-11-12.txt,480,640,0.160360,0.114690
Frontal/healthy/171_img_Static-Frontal_2013-03-18.txt,480,640,0.040593,0.037712
Frontal/healthy/108_img_Static-Frontal_2012-11-28.txt,480,640,0.183505,0.175987
Frontal/healthy/276_img_Static-Frontal_2015-03-13.txt,480,640,0.047310,0.045539
Frontal/healthy/46_img_Static-Frontal_2012-11-14.txt,480,640,0.183695,0.176698
Frontal/healthy/235_img_Static-Frontal_2014-05-21.txt,480,640,0.046843,0.045253
Frontal/healthy/224_img_Static-Frontal_2013-11-18.txt,480,640,0.040622,0.040207
Frontal/healthy/42_img_Static-Frontal_2012-11-14.txt,480,640,0.150749,0.147010
Frontal/healthy/38_img_Static-Frontal_2012-10-29.txt,480,640,0.095157,0.093018
Frontal/healthy/162_img_Static-Frontal_2013-02-19.txt,480,640,0.039666,0.034674
Frontal/healthy/32_img_Static-Frontal_2012-10-29.txt,480,640,0.168039,0.083885
Frontal/healthy/160_img_Static-Frontal_2013-02-22.txt,480,640,0.044868,0.041803
Frontal/healthy/15_img_Static-Frontal_2012-10-26.txt,480,640,0.143571,0.124939
Frontal/healthy/149_img_Static-Frontal_2013-01-28.txt,480,640,0.031960,0.029150
Frontal/healthy/48_img_Static-Frontal_2012-11-07.txt,480,640,0.129093,0.124922
Frontal/healthy/272_img_Static-Frontal_2015-03-13.txt,480,640,0.044693,0.044491
Frontal/healthy/212_img_Static-Frontal_2013-11-08.txt,480,640,0.090568,0.090286
Frontal/healthy/146_img_Static-Frontal_2013-01-29.txt,480,640,0.038912,0.036515
Frontal/healthy/111_img_Static-Frontal_2012-11-28.txt,480,640,0.261977,0.028374
Frontal/healthy/98_img_Static-Frontal_2012-11-09.txt,480,640,0.027967,0.027392
Frontal/healthy/59_img_Static-Frontal_2012-11-19.txt,480,640,0.165839,0.161097
Frontal/healthy/28_img_Static-Frontal_2012-10-29.txt,480,640,0.106674,0.105269
Frontal/healthy/236_img_Static-Frontal_2014-05-21.txt,480,640,0.050759,0.049449
Frontal/healthy/100_img_Static-Frontal_2012-11-09.txt,480,640,0.071755,0.070640
